row_name,room,room_code,state,state_scope,locked_ev,locked_ev_status,locked_ev_source,practical_id,fixture,family,on,position_uu,position_status,position_source,colour_linear,colour_status,colour_source,intensity,intensity_units,intensity_status,intensity_source,red_reads,red_source,transition,sequence,sequence_status,source,note
PB.DAY_ON_AIR.X-PB-1,PATCH BAY,PB,DAY_ON_AIR,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-PB-1,THE PANEL (breaker panel; its labels are the cascade's map; amperage meter),PANEL,N/A,,OPEN,,,OPEN,,,,OPEN,,OPEN,"warning red is reserved for slates, tallies, the breaker [restoration-art-bible.md §4] — a red breaker is grammar-legal, unstated","CUT with the schedule (ON AIR 50.0 s, Data/Timings.csv broadcast.gd)",,OPEN,"restoration-lighting-bible.md §STATES DAY, ON AIR; §UE5 TECHNICALS transitions CUT; restoration-lighting-bible.md §STATES CASCADE 'the panel's labels are the map'; restoration-room-inventory.md §12 Breaker panel, Amperage meter, The final breaker",full practicals plus every tally lit; the safest the world ever looks; the panel is always reachable during the cascade (I07) — the room must resolve in both stages
PB.BREAK.D-PB-1,PATCH BAY,PB,BREAK,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-PB-1,phosphor (the board's meters and any monitor),PHOSPHOR,ON (data),,OPEN,,,OPEN,,,,OPEN,,OPEN,,"CUT at the 50 s flip (BREAK 18.0 s, Data/Timings.csv broadcast.gd)",,OPEN,restoration-lighting-bible.md §STATES BREAK; restoration-room-bible.md PATCH BAY 'Phosphor plus a clip lamp he added',"the tallys die together; red drains from the world on the cue; BREAK IS VISIBLY LESS SAFE; Harriet freezes inside the colour change; data, never room light"
PB.BREAK.P-PB-1,PATCH BAY,PB,BREAK,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-PB-1,the clip lamp Vess added,OPEN,ON,,OPEN,"scripts/world_builder.gd 674 (PatchbayConsole at Godot (-5.5, 0.55, -31.8)) as the anchor",,OPEN,,,,OPEN,,OPEN,,"CUT at the 50 s flip (BREAK 18.0 s, Data/Timings.csv broadcast.gd)",,OPEN,restoration-lighting-bible.md §STATES BREAK; restoration-room-bible.md PATCH BAY,"the tallys die together; red drains from the world on the cue; BREAK IS VISIBLY LESS SAFE; Harriet freezes inside the colour change; colour family unstated; position OPEN (the console is at (-550, -3180, 55) [scripts/world_builder.gd 674])"
PB.BREAK.X-PB-1,PATCH BAY,PB,BREAK,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-PB-1,THE PANEL (breaker panel; its labels are the cascade's map; amperage meter),PANEL,N/A,,OPEN,,,OPEN,,,,OPEN,,OPEN,,"CUT at the 50 s flip (BREAK 18.0 s, Data/Timings.csv broadcast.gd)",,OPEN,"restoration-lighting-bible.md §STATES BREAK; restoration-lighting-bible.md §STATES CASCADE 'the panel's labels are the map'; restoration-room-inventory.md §12 Breaker panel, Amperage meter, The final breaker",the tallys die together; red drains from the world on the cue; BREAK IS VISIBLY LESS SAFE; Harriet freezes inside the colour change; the panel is always reachable during the cascade (I07) — the room must resolve in both stages
PB.NIGHT.D-PB-1,PATCH BAY,PB,NIGHT,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-PB-1,phosphor (the board's meters and any monitor),PHOSPHOR,ON (phosphor spill is a NIGHT source),,OPEN,,,OPEN,,,,OPEN,,OPEN,,CUT on the night flip (GameState.night_changed),,OPEN,restoration-lighting-bible.md §STATES NIGHT; scripts/world_builder.gd 700-709 (reference flips on night_changed); restoration-room-bible.md PATCH BAY 'Phosphor plus a clip lamp he added',"practicals off; exit signage, standby LEDs, phosphor spill, moonless windows; navigation by learned geography plus the grammar; data, never room light"
PB.NIGHT.P-PB-1,PATCH BAY,PB,NIGHT,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-PB-1,the clip lamp Vess added,OPEN,OFF,,OPEN,"scripts/world_builder.gd 674 (PatchbayConsole at Godot (-5.5, 0.55, -31.8)) as the anchor",,OPEN,,,,OPEN,,OPEN,,CUT on the night flip (GameState.night_changed),,OPEN,restoration-lighting-bible.md §STATES NIGHT; scripts/world_builder.gd 700-709 (reference flips on night_changed); restoration-room-bible.md PATCH BAY,"practicals off; exit signage, standby LEDs, phosphor spill, moonless windows; navigation by learned geography plus the grammar; colour family unstated; position OPEN (the console is at (-550, -3180, 55) [scripts/world_builder.gd 674])"
PB.NIGHT.X-PB-1,PATCH BAY,PB,NIGHT,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-PB-1,THE PANEL (breaker panel; its labels are the cascade's map; amperage meter),PANEL,N/A,,OPEN,,,OPEN,,,,OPEN,,OPEN,,CUT on the night flip (GameState.night_changed),,OPEN,"restoration-lighting-bible.md §STATES NIGHT; scripts/world_builder.gd 700-709 (reference flips on night_changed); restoration-lighting-bible.md §STATES CASCADE 'the panel's labels are the map'; restoration-room-inventory.md §12 Breaker panel, Amperage meter, The final breaker","practicals off; exit signage, standby LEDs, phosphor spill, moonless windows; navigation by learned geography plus the grammar; the panel is always reachable during the cascade (I07) — the room must resolve in both stages"
PB.CASCADE_1_C.D-PB-1,PATCH BAY,PB,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-PB-1,phosphor (the board's meters and any monitor),PHOSPHOR,"OPEN (reference kills monitor rigs by index, none stamped)",,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-room-bible.md PATCH BAY 'Phosphor plus a clip lamp he added',"stage 1: circuit C's zone dies ('the stage end of the building drops dark'); the panel room; its own practicals' fate is OPEN but the floor must resolve (I07); data, never room light"
PB.CASCADE_1_C.P-PB-1,PATCH BAY,PB,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-PB-1,the clip lamp Vess added,OPEN,OPEN (zone C membership not in canon),,OPEN,"scripts/world_builder.gd 674 (PatchbayConsole at Godot (-5.5, 0.55, -31.8)) as the anchor",,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-room-bible.md PATCH BAY,"stage 1: circuit C's zone dies ('the stage end of the building drops dark'); the panel room; its own practicals' fate is OPEN but the floor must resolve (I07); colour family unstated; position OPEN (the console is at (-550, -3180, 55) [scripts/world_builder.gd 674])"
PB.CASCADE_1_C.X-PB-1,PATCH BAY,PB,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-PB-1,THE PANEL (breaker panel; its labels are the cascade's map; amperage meter),PANEL,REACHABLE (I07),,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-lighting-bible.md §STATES CASCADE 'the panel's labels are the map'; restoration-room-inventory.md §12 Breaker panel, Amperage meter, The final breaker",stage 1: circuit C's zone dies ('the stage end of the building drops dark'); the panel room; its own practicals' fate is OPEN but the floor must resolve (I07); the panel is always reachable during the cascade (I07) — the room must resolve in both stages
PB.CASCADE_2_B.D-PB-1,PATCH BAY,PB,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-PB-1,phosphor (the board's meters and any monitor),PHOSPHOR,OPEN,,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; restoration-room-bible.md PATCH BAY 'Phosphor plus a clip lamp he added',"stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers; data, never room light"
PB.CASCADE_2_B.P-PB-1,PATCH BAY,PB,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-PB-1,the clip lamp Vess added,OPEN,OPEN (zone B membership not in canon),,OPEN,"scripts/world_builder.gd 674 (PatchbayConsole at Godot (-5.5, 0.55, -31.8)) as the anchor",,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; restoration-room-bible.md PATCH BAY,"stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers; colour family unstated; position OPEN (the console is at (-550, -3180, 55) [scripts/world_builder.gd 674])"
PB.CASCADE_2_B.X-PB-1,PATCH BAY,PB,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-PB-1,THE PANEL (breaker panel; its labels are the cascade's map; amperage meter),PANEL,REACHABLE (I07),,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; restoration-lighting-bible.md §STATES CASCADE 'the panel's labels are the map'; restoration-room-inventory.md §12 Breaker panel, Amperage meter, The final breaker","stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers; the panel is always reachable during the cascade (I07) — the room must resolve in both stages"
PB.CROSSING.D-PB-1,PATCH BAY,PB,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-PB-1,phosphor (the board's meters and any monitor),PHOSPHOR,ON (data),,OPEN,,,OPEN,,,,OPEN,,NO,on the path: the sign-off's glow under the doors,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); restoration-room-bible.md PATCH BAY 'Phosphor plus a clip lamp he added'","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s; on the broadcast path (CONTROL-PATCH BAY, PATCH BAY-STUDIO A doors); data, never room light"
PB.CROSSING.P-PB-1,PATCH BAY,PB,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-PB-1,the clip lamp Vess added,OPEN,OPEN (runs inside the final break; canon states only the glow under doors and his dark eye),,OPEN,"scripts/world_builder.gd 674 (PatchbayConsole at Godot (-5.5, 0.55, -31.8)) as the anchor",,OPEN,,,,OPEN,,NO,on the path: the sign-off's glow under the doors,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); restoration-room-bible.md PATCH BAY","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s; on the broadcast path (CONTROL-PATCH BAY, PATCH BAY-STUDIO A doors); colour family unstated; position OPEN (the console is at (-550, -3180, 55) [scripts/world_builder.gd 674])"
PB.CROSSING.X-PB-1,PATCH BAY,PB,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-PB-1,THE PANEL (breaker panel; its labels are the cascade's map; amperage meter),PANEL,N/A,,OPEN,,,OPEN,,,,OPEN,,NO,on the path: the sign-off's glow under the doors,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); restoration-lighting-bible.md §STATES CASCADE 'the panel's labels are the map'; restoration-room-inventory.md §12 Breaker panel, Amperage meter, The final breaker","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s; on the broadcast path (CONTROL-PATCH BAY, PATCH BAY-STUDIO A doors); the panel is always reachable during the cascade (I07) — the room must resolve in both stages"
PB.SIGNOFF_4C.D-PB-1,PATCH BAY,PB,SIGNOFF_4C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-PB-1,phosphor (the board's meters and any monitor),PHOSPHOR,OFF,,OPEN,,,OPEN,,,,OPEN,,NO,all lights to black,"CUT per room, in sequence",,OPEN,restoration-lighting-bible.md §STATES 4c; restoration-casualty-ledger.md L2 ENDINGS; scripts/hud.gd 481-484; restoration-player-routing.md Day 1 spine; restoration-room-bible.md PATCH BAY 'Phosphor plus a clip lamp he added'; restoration-lighting-bible.md §STATES 4c (room not on the Day 1 tour),"the reverse-tour blackout: every light in the building goes down room by room in reverse order of the Day 1 tour, entry last, then the tower light, then nothing, as rest; data, never room light"
PB.SIGNOFF_4C.P-PB-1,PATCH BAY,PB,SIGNOFF_4C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-PB-1,the clip lamp Vess added,OPEN,OFF,,OPEN,"scripts/world_builder.gd 674 (PatchbayConsole at Godot (-5.5, 0.55, -31.8)) as the anchor",,OPEN,,,,OPEN,,NO,all lights to black,"CUT per room, in sequence",,OPEN,restoration-lighting-bible.md §STATES 4c; restoration-casualty-ledger.md L2 ENDINGS; scripts/hud.gd 481-484; restoration-player-routing.md Day 1 spine; restoration-room-bible.md PATCH BAY; restoration-lighting-bible.md §STATES 4c (room not on the Day 1 tour),"the reverse-tour blackout: every light in the building goes down room by room in reverse order of the Day 1 tour, entry last, then the tower light, then nothing, as rest; colour family unstated; position OPEN (the console is at (-550, -3180, 55) [scripts/world_builder.gd 674])"
PB.SIGNOFF_4C.X-PB-1,PATCH BAY,PB,SIGNOFF_4C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-PB-1,THE PANEL (breaker panel; its labels are the cascade's map; amperage meter),PANEL,N/A,,OPEN,,,OPEN,,,,OPEN,,NO,all lights to black,"CUT per room, in sequence",,OPEN,"restoration-lighting-bible.md §STATES 4c; restoration-casualty-ledger.md L2 ENDINGS; scripts/hud.gd 481-484; restoration-player-routing.md Day 1 spine; restoration-lighting-bible.md §STATES CASCADE 'the panel's labels are the map'; restoration-room-inventory.md §12 Breaker panel, Amperage meter, The final breaker; restoration-lighting-bible.md §STATES 4c (room not on the Day 1 tour)","the reverse-tour blackout: every light in the building goes down room by room in reverse order of the Day 1 tour, entry last, then the tower light, then nothing, as rest; the panel is always reachable during the cascade (I07) — the room must resolve in both stages"
PB.*.G-PB-0,PATCH BAY,PB,*,REFERENCE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,G-PB-0,greybox stand-in PointLight (delete at P3 when real practicals land),STAND-IN,STAND-IN (not a state; delete or recolour per note),"-550,-2950,275",STAND-IN,"ue/pyscripts/build_greybox.py 124 (cx, cy, 275)","0.95,0.72,0.45",STAND-IN,ue/pyscripts/build_greybox.py 129; scripts/world_builder.gd 165,9.0,cd (UE) / 0.5 Godot light_energy,STAND-IN,ue/pyscripts/build_greybox.py 126-128; scripts/world_builder.gd 166,N/A,,,,OPEN,"ue/pyscripts/build_greybox.py 122-130 (PointLight at (cx, cy, 275), no shadows, attenuation 0.75 x max(w,d) x 100); SkyLight 0.12 at 176-177","one dim practical per room, 'Merle keeps the lights on. Barely.' [scripts/world_builder.gd 161-170]; not canon"
CTL.DAY_ON_AIR.P-CTL-1,CONTROL,CTL,DAY_ON_AIR,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-CTL-1,cold fluorescent (honest and unflattering),COOL_FLUORESCENT,ON,,OPEN,"scripts/world_builder.gd 661 puts the reference lamp at (0, -2450, 260)",,OPEN,,,,OPEN,,OPEN,wall monitors' tallies (coverage endpoints) if any,"CUT with the schedule (ON AIR 50.0 s, Data/Timings.csv broadcast.gd)",,OPEN,"restoration-lighting-bible.md §STATES DAY, ON AIR; §UE5 TECHNICALS transitions CUT; restoration-room-bible.md CONTROL 'Cold fluorescent, honest and unflattering'",full practicals plus every tally lit; the safest the world ever looks; the reference's amber ctl_light contradicts this colour; canon wins
CTL.DAY_ON_AIR.D-CTL-1,CONTROL,CTL,DAY_ON_AIR,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-CTL-1,wall monitors (mediated-corridor endpoints; individually killable from T3; dead sets stay dead until re-patched) + clock repeater,PHOSPHOR,ON (data),,OPEN,,,OPEN,,,,OPEN,,OPEN,wall monitors' tallies (coverage endpoints) if any,"CUT with the schedule (ON AIR 50.0 s, Data/Timings.csv broadcast.gd)",,OPEN,"restoration-lighting-bible.md §STATES DAY, ON AIR; §UE5 TECHNICALS transitions CUT; restoration-room-inventory.md §10 Wall monitors, Clock repeater; restoration-room-inventory.md §GLOBAL Break-window clocks",full practicals plus every tally lit; the safest the world ever looks; data; the dead phosphor is where 'something crosses the reflection' (T2 startle 2)
CTL.BREAK.P-CTL-1,CONTROL,CTL,BREAK,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-CTL-1,cold fluorescent (honest and unflattering),COOL_FLUORESCENT,ON,,OPEN,"scripts/world_builder.gd 661 puts the reference lamp at (0, -2450, 260)",,OPEN,,,,OPEN,,NO,,"CUT at the 50 s flip (BREAK 18.0 s, Data/Timings.csv broadcast.gd)",,OPEN,"restoration-lighting-bible.md §STATES BREAK; restoration-room-bible.md CONTROL 'Cold fluorescent, honest and unflattering'",the tallys die together; red drains from the world on the cue; BREAK IS VISIBLY LESS SAFE; Harriet freezes inside the colour change; the reference's amber ctl_light contradicts this colour; canon wins
CTL.BREAK.D-CTL-1,CONTROL,CTL,BREAK,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-CTL-1,wall monitors (mediated-corridor endpoints; individually killable from T3; dead sets stay dead until re-patched) + clock repeater,PHOSPHOR,ON (data),,OPEN,,,OPEN,,,,OPEN,,NO,,"CUT at the 50 s flip (BREAK 18.0 s, Data/Timings.csv broadcast.gd)",,OPEN,"restoration-lighting-bible.md §STATES BREAK; restoration-room-inventory.md §10 Wall monitors, Clock repeater; restoration-room-inventory.md §GLOBAL Break-window clocks",the tallys die together; red drains from the world on the cue; BREAK IS VISIBLY LESS SAFE; Harriet freezes inside the colour change; data; the dead phosphor is where 'something crosses the reflection' (T2 startle 2)
CTL.NIGHT.P-CTL-1,CONTROL,CTL,NIGHT,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-CTL-1,cold fluorescent (honest and unflattering),COOL_FLUORESCENT,OFF,,OPEN,"scripts/world_builder.gd 661 puts the reference lamp at (0, -2450, 260)",,OPEN,,,,OPEN,,OPEN,,CUT on the night flip (GameState.night_changed),,OPEN,"restoration-lighting-bible.md §STATES NIGHT; scripts/world_builder.gd 700-709 (reference flips on night_changed); restoration-room-bible.md CONTROL 'Cold fluorescent, honest and unflattering'","practicals off; exit signage, standby LEDs, phosphor spill, moonless windows; navigation by learned geography plus the grammar; the reference's amber ctl_light contradicts this colour; canon wins"
CTL.NIGHT.D-CTL-1,CONTROL,CTL,NIGHT,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-CTL-1,wall monitors (mediated-corridor endpoints; individually killable from T3; dead sets stay dead until re-patched) + clock repeater,PHOSPHOR,ON (phosphor spill is a NIGHT source),,OPEN,,,OPEN,,,,OPEN,,OPEN,,CUT on the night flip (GameState.night_changed),,OPEN,"restoration-lighting-bible.md §STATES NIGHT; scripts/world_builder.gd 700-709 (reference flips on night_changed); restoration-room-inventory.md §10 Wall monitors, Clock repeater; restoration-room-inventory.md §GLOBAL Break-window clocks","practicals off; exit signage, standby LEDs, phosphor spill, moonless windows; navigation by learned geography plus the grammar; data; the dead phosphor is where 'something crosses the reflection' (T2 startle 2)"
CTL.CASCADE_1_C.P-CTL-1,CONTROL,CTL,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-CTL-1,cold fluorescent (honest and unflattering),COOL_FLUORESCENT,OPEN (zone C membership not in canon),,OPEN,"scripts/world_builder.gd 661 puts the reference lamp at (0, -2450, 260)",,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-room-bible.md CONTROL 'Cold fluorescent, honest and unflattering'",stage 1: circuit C's zone dies ('the stage end of the building drops dark'); the reference's amber ctl_light contradicts this colour; canon wins
CTL.CASCADE_1_C.D-CTL-1,CONTROL,CTL,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-CTL-1,wall monitors (mediated-corridor endpoints; individually killable from T3; dead sets stay dead until re-patched) + clock repeater,PHOSPHOR,"OPEN (reference kills monitor rigs by index, none stamped)",,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-room-inventory.md §10 Wall monitors, Clock repeater; restoration-room-inventory.md §GLOBAL Break-window clocks",stage 1: circuit C's zone dies ('the stage end of the building drops dark'); data; the dead phosphor is where 'something crosses the reflection' (T2 startle 2)
CTL.CASCADE_2_B.P-CTL-1,CONTROL,CTL,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-CTL-1,cold fluorescent (honest and unflattering),COOL_FLUORESCENT,OPEN (zone B membership not in canon),,OPEN,"scripts/world_builder.gd 661 puts the reference lamp at (0, -2450, 260)",,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; restoration-room-bible.md CONTROL 'Cold fluorescent, honest and unflattering'","stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers; 'the dark is administrative now' — the closest canon comes to naming zone B (OPEN); the reference's amber ctl_light contradicts this colour; canon wins"
CTL.CASCADE_2_B.D-CTL-1,CONTROL,CTL,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-CTL-1,wall monitors (mediated-corridor endpoints; individually killable from T3; dead sets stay dead until re-patched) + clock repeater,PHOSPHOR,OPEN,,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; restoration-room-inventory.md §10 Wall monitors, Clock repeater; restoration-room-inventory.md §GLOBAL Break-window clocks","stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers; 'the dark is administrative now' — the closest canon comes to naming zone B (OPEN); data; the dead phosphor is where 'something crosses the reflection' (T2 startle 2)"
CTL.CROSSING.P-CTL-1,CONTROL,CTL,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-CTL-1,cold fluorescent (honest and unflattering),COOL_FLUORESCENT,OPEN (runs inside the final break; canon states only the glow under doors and his dark eye),,OPEN,"scripts/world_builder.gd 661 puts the reference lamp at (0, -2450, 260)",,OPEN,,,,OPEN,,NO,on the path,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); restoration-room-bible.md CONTROL 'Cold fluorescent, honest and unflattering'","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s; on the broadcast path (MC-CONTROL, CONTROL-PATCH BAY doors); the reference's amber ctl_light contradicts this colour; canon wins"
