id,unit,room,prop,tier,class,interactable,gate_verb,text_key,dims_m,dims_src,placement_uu,source_candidate,licence,canon,notes_open
3.15-03,3.15,STUDIO A,"The set: carpet 6 x 5, cubby wall 4 x 3 cells (some still holding toys), painted house (rebuilt to the centimetre from tape measurement)",DRESSING,the rebuilt Gladhouse,NO,RI s13: T4 · inspect,none,carpet 6.0 x 5.0; cubby wall 3.2 x 2.0 x 0.4; house 2.6 x 2.4 x 0.4,REF,"(-1550, -3150, 2) [Godot (-15.5, 0.02, -31.5)]",Bespoke (Blender): scan-first painted plywood [AB s3]; toys per prop_kit cubby_wall; carpet Megascans 'carpet',Bespoke / Fab Standard,WB 450-461; prop_kit.gd cubby_wall 608-652; RI s13,"Cubby wall at Godot (-19.0, 0, -33.7); house at (-12.2, 1.2, -33.6)"
3.15-04,3.15,STUDIO A,CHUM'S MARK (a taped X the club refreshes; drift: the tape lifts one corner across days),DRESSING,drift,NO,RI s13: T4 · inspect,none,"0.4 x 0.4 tape X, tape 0.05 wide",REF,"(-1550, -3120, 6) [Godot (-15.5, 0.06, -31.2)]",gaffer tape decal + a lifted-corner mesh state,Bespoke,WB 475-484; RB STUDIO A keynote + drift; RI s13,'nobody says who for' [RI s13]
3.15-05,3.15,STUDIO A,"Camera pedestals 1-3 with taped names, every lens on Chum's mark (frame-safety anchors; camera one hosts the line)",INTERACTABLE,operate (RI) · coverage endpoints,OPEN,RI s13: T4 · operate; RI GLOBAL route/read,labels CAM 1-3 (WB 496),"REF column 1.15 + head + body 0.34 x 0.34 x 0.62, lens 0.22 dia, ~1.7 tall; RW Norelco PC-70 on a Vinten pedestal ~1.8 tall x 0.7 base",REF / RW,"(-1550, -2650, 0) [Godot (-15.5, 0.0, -26.5)]",Bespoke (Blender); Fab search 'broadcast camera vintage'; tally M_Practical red,Bespoke / Fab Standard,WB 485-501; prop_kit.gd camera_pedestal 657-689; RI s13; RB keynote,"Also at Godot (-19.5, -27.5) and (-11.5, -27.5). OPEN 3.15-A cap (three pedestals as one I?)"
3.15-06,3.15,STUDIO A,The camera pedestals' tape names include one taped-over name the light catches,LORE-AMBIENT,HP,NO,never prompts,none,tape 0.05 x 0.15,RW,one pedestal,"double tape layer in normal; text under, faint",Bespoke,LL STUDIO A [HP],
3.15-07,3.15,STUDIO A,Tally lamps (on the cameras) + ON AIR sign + studio clock (the break-window masters; red = watched = safe),DRESSING,practical (red) · event,NO,RI s13: T4 · read,none,ON AIR box 0.4 x 0.15 x 0.1; clock 0.3 dia; tally 0.05,RW,over the studio door / on the pedestals,"Bespoke; M_Practical red glass, true bulbs",Bespoke,RI s13; LB GRAMMAR; LB STATES (tallys die together on BREAK); RB 'tallys around',The ON AIR master switch lives in MASTER CONTROL (never thrown) [RI s11]
3.15-08,3.15,STUDIO A,THE CASTING SHEET (posted on the wall; lines fill per capture from T2; the club dusts it),INTERACTABLE,read · DYN · lore,YES,T4 · inspect · DYN (reads from T2 in the code),"GT 56, 70, 75",REF 0.06 x 1.2 x 0.9 board; RW poster 0.9 x 1.2,REF,"(-2090, -3000, 150) [Godot (-20.9, 1.5, -30.0)]",M_Paper 4K (readable); typewriter + hand-filled lines,Bespoke,WB 545-568; GT 56; RI s13,Second I
3.15-09,3.15,STUDIO A,Audience rows / gallery (chairs arrive with the lockdown; the club fills them for the premiere),DRESSING,DYN · ambient host,NO,RI s13: T5 · DYN,none,folding chair 0.45 x 0.5 x 0.8,RW,"rows facing the set, -Y half proposed",Fab 'folding chairs' (starter set),Fab Standard,RB keynote 'audience rows'; RI s13; RB web 'row casualties seat here',
3.15-10,3.15,STUDIO A,Audience seat 14 wears a brass RESERVED plate with the name line blank,LORE-AMBIENT,HH,NO,never prompts,none,plate 0.06 x 0.02,RW,seat 14,"brass M_Enamel-free metal, engraving in normal",Bespoke,LL STUDIO A [HH],'frame fourteen knows why'
3.15-11,3.15,STUDIO A,Catwalks / the grid above (two crossing walkways with rails; lighting instruments; grating noise is the toll),DRESSING,structure · traverse,NO,RI s14: T3 · traverse,none,"REF walkways 12.0 x 1.2 at Z 3.15 m, rails 0.9; RW Fresnel 0.3 x 0.3 x 0.4 each",REF / RW,"(-1550, -3000, 315) [Godot (-15.5, 3.15, -30.0)]",Megascans 'metal grate'; Fab search 'stage light fresnel',Fab Standard,WB 504-535; RI s14; RB 'Grid above',RI's CATWALKS zone has no room in the bible: mapped here (and the ramp to STAGE HALL)
3.15-12,3.15,STUDIO A,"On the grid, chalked puppeteer marks: three, one scuffed to a smear (the arithmetic)",LORE-AMBIENT,T4,NO,never prompts,none,marks 0.2 each,RW,the grid walkway over the set,chalk decals,Bespoke,LL STUDIO A [T4],
3.15-13,3.15,STUDIO A,Ladders (exposure points at both ends),DRESSING,RI: operate,OPEN,RI s14: T3 · operate,none,0.5 wide x 3.0,RW,ends of the walkways,Fab search 'steel ladder',Fab Standard,RI s14,OPEN 3.14-A
3.15-14,3.15,STUDIO A,Sandbags and gel frames on the grid (one gel frame holds amber the exact shade of the cue signs),DRESSING,,NO,RI s14: T3 · inspect,none,gel frame 0.2 x 0.2; sandbag 0.4 x 0.25,RW,the grid,Bespoke; amber gel M_Practical,Bespoke,RI s14,
3.15-15,3.15,STUDIO A,"The hung spare Chum (Coverage Director staging target; always explainable, never twice in the same place)",DRESSING,event · character asset,NO,RI s14: COND · inspect,none,dims per the cast dossier (C2) - OPEN,OPEN,"the grid, varies","Chum stage-body asset (Phase 1/2), hung by rigging",Bespoke,RI s14,OPEN 3.15-B (asset scale; C2 owns it)
3.15-16,3.15,STUDIO A,The stage body's home (the in-game stage puppet never animates; L1 drift only),DRESSING,character asset at rest,NO,,none,per C2 - OPEN,OPEN,on the set,Chum stage-body asset,Bespoke,RB STUDIO A keynote 'the stage body's home'; PLAN s1 Motion law,OPEN 3.15-B
3.15-17,3.15,STUDIO A,"Teleprompter (T5 read: Craik's finale script loaded, a dead man's typing at reading speed)",INTERACTABLE,read (RI-only),OPEN,RI s13: T5 · read,none,on-camera prompter 0.5 x 0.4,RW,camera one,Bespoke; M_Phosphor text,Bespoke,RI s13,OPEN 3.15-A cap
3.15-18,3.15,STUDIO A,Slate / clapper (scene and take numbers match the player's record),DRESSING,inspect,NO,RI s13: T4 · inspect,none,0.28 x 0.24,RW,on a pedestal,Bespoke; warning red permitted on slates [AB s4],Bespoke,RI s13; AB s4,
3.15-19,3.15,STUDIO A,Boom mic + stands (windscreens worn to the foam) + BOOM WINCH fixture (crank; the frame is clean),INTERACTABLE,event fixture (premiere),YES,T5 · EVT,"GT 461, 408","Fisher-class boom base 0.9, arm 3-5; fixture collision 0.5 x 0.7 x 0.4 (REF)",RW / REF,"(-1340, -3040, 90) [Godot (-13.4, 0.9, -30.4)]",Fab search 'microphone boom'; winch bespoke,Fab Standard / Bespoke,"live_production.gd 289, 293-305; RI s13; GT 461",Third I (premiere-only)
3.15-20,3.15,STUDIO A,CARD STAND (restack; premiere fixture),INTERACTABLE,event fixture (premiere),YES,T5 · EVT,GT 462,stand 1.2 high; cards 0.28 x 0.36; fixture collision 0.5 x 0.7 x 0.4,RW / REF,"(-1690, -2740, 90) [Godot (-16.9, 0.9, -27.4)]",Fab search 'music stand'; cards M_Paper,Fab Standard / Bespoke,live_production.gd 290; GT 462,Premiere-only I beyond the cap: OPEN 3.15-A
3.15-21,3.15,STUDIO A,"The Floor Manager's mark (a worn spot on the floor paint, decades deep)",DRESSING,,NO,RI s13: T4 · inspect,none,0.4 dia,RW,"floor, off the set",roughness/albedo wear decal,Bespoke,RI s13,
3.15-22,3.15,STUDIO A,"NG relic: one item from the prior run, on the set, in shot, unremarked",DRESSING,state (NG+),NO,,"GT (relic name lower-cased, WB 1105)",0.14 x 0.08 x 0.14 (REF stand-in),REF,"(-1460, -3100, 10) [Godot (-14.6, 0.1, -31.0)]",the taken dresser item's own mesh,Bespoke,WB 1093-1110,
3.15-23,3.15,STUDIO A,"Grid tungsten wash + tallys (premiere: full tungsten stage wash, the one gorgeous image)",DRESSING,practical,NO,,none,Fresnels on the grid,RW,the grid,"true-bulb Fresnels, M_Practical",Bespoke / Fab Standard,LB UE5 'STUDIO grid plus tallys'; AB s8 Premiere; AB s7 STUDIO A,EV OPEN
3.15-24,3.15,STUDIO A,"Window openings to STAGE HALL (-12, -24) and SCENE DOCK (-15.5, -36); door to PATCH BAY, GREEN ROOM",SURFACE,openings,NO,,Doors.csv,gaps 1.6 / 1.6 / 1.4 / 1.4,REF,,per port,-,Doors.csv,RI s11's 'glass window to Studio A' from MASTER CONTROL has no opening in the data: OPEN 3.18-C
3.15-25,3.15,STUDIO A,Surfaces: 12 x 12; stage floorboards dark; grid darkness above with one practical,SURFACE,,NO,,none,144 m2 floor,REF (Rooms.csv),,Megascans stage floorboards dark (MI_StudioA_Floor); black drapes/painted brick (MI_StudioA_Wall),Fab Standard,Rooms.csv; AB s7 STUDIO A,'The largest room tone in the game' [RB]
3.16-01,3.16,PATCH BAY,THE PANEL (the cascade console: RESTORE CIRCUIT B/C in order; re-patch the dead feed; re-route the live one; where the Dead Air re-route is committed),INTERACTABLE,hero,YES,T2 · operate,GT 526-531,"REF console body 1.6 x 0.85 x 0.6 + angled fascia, knob rows, 6 faders; RW patch field 19-inch jackfields in a rack 0.6 x 0.6 x 1.8",REF / RW,"(-550, -3180, 55) [Godot (-5.5, 0.55, -31.8)]",Bespoke (prop_kit console brief); Fab search 'audio patch bay'; breaker red permitted [AB s4],Bespoke / Fab Standard,WB 673-697; prop_kit.gd console 261-288; GT 526-531; RB PATCH BAY keynote 'THE PANEL (cascade)'; RI s12,The panel's labels are the cascade map [LB STATES]
3.16-02,3.16,PATCH BAY,"Breaker panel (trips, resets, budget management; the kitchen circuit COND)",INTERACTABLE,operate (RI),OPEN,RI s12: T2 · operate,"GT 526-527 (circuits B, C)",industrial panel 0.6 x 1.5 x 0.15,RW,-Y wall beside the console proposed,"Megascans 'electrical panel'; breaker handles M_Enamel, warning red",Fab Standard,RI s12; RB TRANSMITTER HALL keynote 'breaker rows',"OPEN 3.16-B: part of THE PANEL (reference) or a separate object (RI), and which room the breakers live in"
3.16-03,3.16,PATCH BAY,"Amperage meter (the budget, analog)",DRESSING,read,NO,RI s12: T2 · read,none,panel meter 0.15 dia,RW,on the breaker panel,Bespoke; needle in the phosphor family,Bespoke,RI s12,
3.16-04,3.16,PATCH BAY,CART DECK BREAKER / MAIN BUS (the final breaker: Vess's hand; the credited-variant hesitation window),INTERACTABLE,event fixture (premiere),YES,T5 · EVT,"GT 126, 415-416, 427",fixture collision 0.5 x 0.7 x 0.4 (REF),REF,"(-550, -2820, 90) [Godot (-5.5, 0.9, -28.2)]",part of the breaker panel build,Bespoke,"live_production.gd 270-272, 75, 103; finale_breaker.gd 6; RI s12 'The final breaker'",
3.16-05,3.16,PATCH BAY,AUX PANEL (TALLY_HOUSE; resets; premiere fixture),INTERACTABLE,event fixture (premiere),YES,T5 · EVT,GT 460,fixture collision 0.5 x 0.7 x 0.4 (REF),REF,"(-500, -2940, 90) [Godot (-5.0, 0.9, -29.4)]",Bespoke rack panel,Bespoke,live_production.gd 288,Premiere-only I: OPEN 3.16-D cap
3.16-06,3.16,PATCH BAY,Spare fuse drawer (finite; a soft resource),INTERACTABLE,take (RI-only),OPEN,RI s12: T2 · take,none,drawer 0.3 x 0.1 x 0.4; fuses 0.03,RW,under the console,Bespoke,Bespoke,RI s12,OPEN 3.16-D
3.16-07,3.16,PATCH BAY,"Cable looms with Vess's tags (the building's nervous system, labelled in three eras of handwriting)",DRESSING,ambient host · drift (one loom re-dressed),NO,RI s12: T1 · inspect,none,"loom 0.05 dia, runs 2-6 m; tags 0.05 x 0.02",RW,walls and overhead,Poly Haven modular_electric_cables (verified 2026-09-04 per Phase 1 brief); AmbientCG Rope002 (verified) for lacing; tags M_Paper,CC0,RB PATCH BAY keynote 'cable looms with his tags' + drift; RI s12 'Cable loom wall',
3.16-08,3.16,PATCH BAY,One loom re-dressed in someone else's lacing pattern,LORE-AMBIENT,"HV, T4",NO,never prompts,none,one loom,RW,a loom,different lacing mesh/normal,Bespoke,"LL PATCH BAY [HV, T4]",
3.16-09,3.16,PATCH BAY,"A jack labelled in green ink, older than every dymo strip: AUD RETURN",LORE-AMBIENT,"T3, T2",NO,never prompts,none,jack 0.006 (maps),RW,the patch field,"label in albedo, older paper",Bespoke,"LL PATCH BAY [T3, T2]",
3.16-10,3.16,PATCH BAY,"Coffee rings on the run sheets aging like tree rings toward the panel, stopping in 1977 and beginning again in 1984",LORE-AMBIENT,"HC, HF",NO,never prompts,none,rings 0.08 dia,RW,run sheets on the console shelf,Megascans coffee-stain decal (starter set) with authored dates,Fab Standard / Bespoke,"LL PATCH BAY [HC, HF]",
3.16-11,3.16,PATCH BAY,D07 binder (RB keynote) - props packet and code home it in DORMS,LORE-HANDLED,readable D07 (home conflict),OPEN,,GT 644,see DORMS,RW,,see DORMS,Bespoke,RB PATCH BAY keynote 'D07 binder'; PP D07; WB 1052-1055,OPEN 3.16-A
3.16-12,3.16,PATCH BAY,The credit margin (RB keynote) - the reference builds LEDGER MARGIN in the BENCH ROOM,INTERACTABLE,(home conflict),OPEN,,GT 65,see BENCH ROOM,REF,,see BENCH ROOM,Bespoke,RB PATCH BAY keynote 'the credit margin'; WB 1056-1059,OPEN 3.16-C
3.16-13,3.16,PATCH BAY,Clip lamp he added (phosphor plus a clip lamp),DRESSING,practical,NO,,none,clip lamp 0.15 dia,RW,clamped to the console,Fab search 'clamp lamp'; M_Practical,Fab Standard,RB PATCH BAY light family,EV OPEN
3.16-14,3.16,PATCH BAY,"Rack fans (bed: fan chorus, jack clicks remembered)",DRESSING,,NO,,none,fan 0.12,RW,the racks,part of the rack build,Bespoke,RB PATCH BAY bed,
3.16-15,3.16,PATCH BAY,A wiring diagram somewhere under it all,DRESSING,,NO,,none,0.6 x 0.9,RW,"wall, half-covered",M_Paper,Bespoke,RB PATCH BAY personality,
3.16-16,3.16,PATCH BAY,Surfaces: 8 x 7; a jungle,SURFACE,,NO,,none,56 m2 floor,REF (Rooms.csv),,Megascans industrial concrete (MI_PatchBay_Floor); painted brick,Fab Standard,Rooms.csv,'His absence makes this room loudest' [RB web]
3.17-01,3.17,CONTROL,"D09 FIRE MARSHAL REPORT, 1977, photocopy of a photocopy (the marshal packet)",LORE-HANDLED,readable D09 · Day 2,YES,T2 · read,"label WB 1163 'FIRE MARSHAL REPORT · 1977, photocopy'",letter 0.216 x 0.279; dock body REF 0.45,RW / REF,"(0, -2450, 80) [Godot (0.0, 0.8, -24.5)]","M_Paper 4K, generation-lost toner",Bespoke,PP D09; RB CONTROL keynote 'D09 marshal packet'; WB 1163-1167,RI s10 homes it in a CTL drawer
3.17-02,3.17,CONTROL,Inspection stamps (drift: stamp alignment),DRESSING,drift · ambient host,NO,,none,stamped sheets 0.216 x 0.279 on a board,RW,wall board,M_Paper,Bespoke,RB CONTROL keynote + drift,
3.17-03,3.17,CONTROL,The inspection stamps skip one quarter and no one restamped it,LORE-AMBIENT,"HM, HF",NO,never prompts,none,a gap in the stamp grid,RW,the board,albedo,Bespoke,"LL CONTROL [HM, HF]",
3.17-04,3.17,CONTROL,"A carbon flimsy filed backward: NOISE COMPLAINT, SIGNAL AFTER SIGN-OFF, 1975, the response line blank",LORE-AMBIENT,"T1, HM",NO,never prompts,none,0.216 x 0.279 onion-skin,RW,a file tray,"M_Paper, translucent",Bespoke,"LL CONTROL [T1, HM]",
3.17-05,3.17,CONTROL,"A chair that faces the door (its casters have worn a quarter-circle, not a line)",DRESSING,ambient host,NO,,none,office chair 0.6 x 0.6 x 0.9,RW,facing the -Y door proposed,Fab search 'office chair vintage'; caster wear decal,Fab Standard,RB CONTROL keynote,
3.17-06,3.17,CONTROL,Casters worn a quarter-circle,LORE-AMBIENT,T3 (somebody watched the door),NO,never prompts,none,arc 0.4,RW,under the chair,floor roughness decal,Bespoke,LL CONTROL [T3],
3.17-07,3.17,CONTROL,Wall monitors (mediated-corridor endpoints; individually killable by the Rundown from T3; dead sets stay dead until re-patched),INTERACTABLE,read · DYN,OPEN,RI s10: T2 · inspect · DYN,none (Monitors.csv has no feed here),CRT 0.5 x 0.45,RW,count OPEN,crt_shell brief; M_Phosphor,Bespoke,RI s10; RI GLOBAL 'Wall monitors',OPEN 3.17-C: no monitor in the data for this room
3.17-08,3.17,CONTROL,"Corkboard memos (compliance notes, screening etiquette)",DRESSING,,NO,RI s10: T2 · inspect,none,0.9 x 0.6,RW,wall,Fab 'cork board'; M_Paper,Fab Standard,RI s10,
3.17-09,3.17,CONTROL,Clock repeater (break-window timing without entering MC),DRESSING,event-driven,NO,RI s10: T2 · read,none,0.3 dia,RW,"(0, -2450, 230) [Godot (0.0, 2.3, -24.5)]",Fab search 'wall clock vintage',Fab Standard,WB 538; RI s10,
3.17-10,3.17,CONTROL,Overhead cable trays (routing legibility; teaches the coverage-map model),DRESSING,,NO,RI s10: T1 · inspect,none,tray 0.3 wide,RW,ceiling,Fab search 'cable tray'; modular_electric_cables (verified),Fab Standard / CC0,RI s10,
3.17-11,3.17,CONTROL,Cold fluorescent fixture(s) - honest and unflattering,DRESSING,practical,NO,,none,1.2 m twin tube,RW,ceiling,"Bespoke tube fixture, M_Practical",Bespoke,RB CONTROL 'Cold fluorescent',"Reference lights it AMBER (OmniLight (0.98,0.68,0.32) at (0,2.6,-24.5), WB 660-665): OPEN 3.17-A"
3.17-12,3.17,CONTROL,Relay cabinet (bed: relay ticks),DRESSING,,NO,,none,0.4 x 0.3 x 0.6,RW,wall,Fab search 'electrical box',Fab Standard,RB CONTROL bed,
3.17-13,3.17,CONTROL,D11 PEAK ASSET DOSSIER · CHUM-AF-1974-P ('Peak security office copy'; findable after first sighting),LORE-HANDLED,readable D11 · Day 4,YES,T4 · read,label WB 1174; body WB 1175-1177,folder 0.24 x 0.32; dock body REF 0.45,RW / REF,"(200, -2750, 90) [Godot (2.0, 0.9, -27.5)]",M_Paper 4K; the dossier art docs/canon/art/after-fire-chum-dossier.png,Bespoke,AF THE REVEAL (D11); WB 1174-1178; achievements A26 ruling,"By Rooms.csv the point (2.0, -27.5) is inside MASTER CONTROL; no 'Peak security office' exists in canon: OPEN 3.17-B"
3.17-14,3.17,CONTROL,Surfaces: 3 x 7 narrow authority,SURFACE,,NO,,none,21 m2 floor,REF (Rooms.csv),,Megascans linoleum (MI_Control_Floor); painted plaster,Fab Standard,Rooms.csv,
3.18-01,3.18,MASTER CONTROL,THE MONITOR WALL (program/preview logic taught by labels; the port's SPIKE 2: twelve SceneCapture feeds at 60 fps),INTERACTABLE,hero · read,OPEN,RI s11: T2 · inspect,Monitors.csv (two feeds only),RW 12 x 19-inch CRTs in a 4 x 3 wall ~2.0 x 1.5; each 0.5 x 0.45 x 0.45,RW,-Y wall proposed,crt_shell brief x12; M_Phosphor; Fab search 'crt monitor vintage',Bespoke / Fab Standard,RB MASTER CONTROL keynote 'the MONITOR WALL'; RI s11; PLAN s1 PORT KIT SPIKE 2; PROGRESS 0.6b,OPEN 3.18-A: twelve feeds (spike) vs two rows in Monitors.csv
3.18-02,3.18,MASTER CONTROL,The switcher (muscle-memory target; face-button mapping mirrors the panel),INTERACTABLE,operate,OPEN,RI s11: T2 · inspect; T5 · operate,none,Grass Valley 1600-class 1.2 x 0.6 x 0.2 desktop,RW,the desk under the wall,Bespoke; Fab search 'video switcher',Bespoke / Fab Standard,RI s11; controls map (stable inputs) via PLAN s1,
3.18-03,3.18,MASTER CONTROL,S2 LOG STATION · MASTER CONTROL,INTERACTABLE,station,YES,T2 · sign,GT 485-486,lectern per S5,REF,"(700, -3100, 0) [Godot (7.0, 0.0, -31.0)]",Bespoke lectern family,Bespoke,Stations.csv S2; RI s11; RB 'S2's home',
3.18-04,3.18,MASTER CONTROL,CART RACK -> THE STATION ID CART (Asset 3; punched and verified here),INTERACTABLE,pickup,YES,T3 · take,GT 686; flavour WB 1027,NAB cart 0.1 x 0.13 x 0.02; rack 0.5 x 0.3 x 0.4; cart machine 0.2 x 0.4 x 0.15; dock body REF 0.45,RW / REF,"(400, -3150, 90) [Godot (4.0, 0.9, -31.5)]",Bespoke cart rack + ITC-class cart deck; labels M_Paper,Bespoke,WB 1024-1030; RI s11 'Cart racks',The CART DECK loses power at the premiere (GT 415-416)
3.18-05,3.18,MASTER CONTROL,"Run sheets on clips (drift: clip angles) incl. D08 THE FLOOR MANAGER'S RUN SHEET (laminated, grease pencil, always angled away; one column edge legible)",DRESSING,drift · lore host (D08),NO,glimpsed only - never read whole,none,clipboard 0.23 x 0.32,RW,clipped along the desk edge,M_Paper under laminate gloss; SEG timings that do not sum,Bespoke,RB MASTER CONTROL keynote 'run sheets on clips' + drift; PP D08,OPEN 3.18-B: D08 is in the D-series yet 'glimpsed angle only' - handled or ambient tier
3.18-06,3.18,MASTER CONTROL,The run sheets carry no unlisted camera anywhere,LORE-AMBIENT,HP,NO,never prompts,none,the sheets,RW,the run sheets,albedo text,Bespoke,LL MASTER CONTROL [HP]; RB keynote 'the unlisted camera's absence on the sheet',
3.18-07,3.18,MASTER CONTROL,Tally test button worn to bare metal; nothing else on that panel is,LORE-AMBIENT,"ritual, T1",NO,never prompts,none,button 0.02 dia,RW,the switcher panel,metallic/roughness only,Bespoke,"LL MASTER CONTROL [ritual, T1]",
3.18-08,3.18,MASTER CONTROL,Two headset hooks: one bent straight and retired in place (the FM uses the other),DRESSING,ambient host,NO,,none,hook 0.05,RW,desk edge,Bespoke brass hooks,Bespoke,RB keynote 'his headset's hook'; LL MASTER CONTROL [HP],
3.18-09,3.18,MASTER CONTROL,The bent-straight hook,LORE-AMBIENT,HP,NO,never prompts,none,0.05,RW,one hook,bent mesh,Bespoke,LL MASTER CONTROL [HP],
3.18-10,3.18,MASTER CONTROL,Uplink panel (T5 operate on the Authenticate route; the premiere's exit to the world; ending 2's console),INTERACTABLE,operate (RI-only),OPEN,RI s11: T5 · operate,none,rack panel 0.48 x 0.3,RW,rack beside the wall,Bespoke rack unit,Bespoke,RI s11; RB web 'ending 2's chair faces this wall',OPEN 3.18-D cap
3.18-11,3.18,MASTER CONTROL,Glass window to Studio A (the mediation lesson: through the glass is direct sight),SURFACE,opening (RI-only),NO,RI s11: T2 · inspect,none,-,OPEN,no such opening: MC (x 1.5..9.5) does not border STUDIO A (x -21.5..-9.5),-,-,RI s11; Rooms.csv; Doors.csv,OPEN 3.18-C
3.18-12,3.18,MASTER CONTROL,ON AIR master switch (the one switch the player may never throw; inspect only),DRESSING,never operable,NO,RI s11: never · inspect only,none,toggle 0.05 under a guard,RW,the switcher,Bespoke; red guard M_Enamel,Bespoke,RI s11; LAWS 6 (the schedule is real),
3.18-13,3.18,MASTER CONTROL,Operator manuals (period paper; one margin note in green: 'It watches the preview bus too'),DRESSING,lore host (RI-only),NO,RI s11: T2 · inspect,none,binder 0.3 x 0.28 x 0.06,RW,shelf,Fab 'ring binder'; M_Paper,Fab Standard,RI s11,OPEN 3.18-E tier
3.18-14,3.18,MASTER CONTROL,"Deck transports (bed: sync tone underlay, deck transports)",DRESSING,,NO,,none,1-inch VTR 0.6 x 0.5 x 1.2 or 2-inch console 1.65 x 1.2 x 0.75,RW,+X wall proposed,Bespoke; Fab search 'reel to reel vintage',Bespoke / Fab Standard,RB MASTER CONTROL bed,Format OPEN (see 3.9-A)
3.18-15,3.18,MASTER CONTROL,"Ending 2's chair, facing the wall",DRESSING,,NO,,none,office chair 0.6 x 0.6 x 0.9,RW,at the switcher,Fab search 'office chair vintage',Fab Standard,RB MASTER CONTROL web,
3.18-16,3.18,MASTER CONTROL,"Wall clock (reference (5.5, 2.3, -26.6))",DRESSING,event-driven,NO,RI GLOBAL: T2 · read,none,0.3 dia,RW,"(550, -2660, 230) [Godot (5.5, 2.3, -26.6)]",Fab search 'wall clock vintage',Fab Standard,WB 538,
3.18-17,3.18,MASTER CONTROL,"Monitor wall glow, phosphor dominant (the room's light family)",DRESSING,practical (phosphor as data),NO,,none,-,OPEN,,"M_Phosphor emissives; phosphor illuminates data, never rooms",-,RB MASTER CONTROL; LB GRAMMAR,EV OPEN
3.18-18,3.18,MASTER CONTROL,Surfaces: 8 x 7; the show's eye,SURFACE,,NO,,none,56 m2 floor,REF (Rooms.csv),,Megascans office carpet / linoleum (MI_MasterControl_Floor); acoustic tile,Fab Standard,Rooms.csv,F2 fires here [RB web]
3.19-01,3.19,GREEN ROOM,HER CHAIR (Harriet's; ending 2 inherits a warm chair here; it should look sat-in),DRESSING,hero by keynote · character seat,NO,no prompt (she is elsewhere or in it),none,armchair 0.85 x 0.9 x 0.95 (REF club_chair 0.62 sq),RW / REF,beside the vanity proposed,Poly Haven ArmChair_01 (verify id); deep sat-in wear in the seat normal,CC0,RB GREEN ROOM keynote 'HER CHAIR'; WB 1338 comment,OPEN 3.19-A: the keynote hero is a chair with no verb
3.19-02,3.19,GREEN ROOM,"Makeup mirror / vanity, bulb-lit (two dead bulbs, always the same two); obeys the reflection budget",DRESSING,practical · scripted reflection,NO,RI s15: T4 · inspect,none,"REF vanity 1.4 wide x 1.6 high, mirror 1.1 sq, 10 bulbs 0.064 dia; RW Hollywood mirror 1.1 x 1.1",REF,"(-2710, -2700, 0) [Godot (-27.1, 0.0, -27.0)]",Fab search 'makeup mirror bulbs'; bulbs M_Practical with true filaments; mirror per the port's reflection method,Fab Standard / Bespoke,"prop_kit.gd vanity 695-728; WB 1339-1343; RB 'Mirror bulbs (two dead, always the same two)'; RI s15",Reference lights 6 of 10 (i % 3 != 1) while canon says exactly two dead: OPEN 3.19-B
3.19-03,3.19,GREEN ROOM,The two dead bulbs are the same two in every era of photographs on the wall,LORE-AMBIENT,HH,NO,never prompts,none,photos 0.15 x 0.10,RW,wall beside the mirror,"M_Paper prints, era-toned",Bespoke,LL GREEN ROOM [HH],
3.19-04,3.19,GREEN ROOM,"Mirror with cards tucked in the frame (incl. the 1977 season schedule, last line hand-amended FINALE -> SIGN-OFF)",DRESSING,ambient host,NO,,none,cards 0.10 x 0.15,RW,the mirror frame,M_Paper,Bespoke,RB keynote 'mirror with cards tucked in the frame',
3.19-05,3.19,GREEN ROOM,"1977 season schedule, FINALE amended to SIGN-OFF",LORE-AMBIENT,"HF, HH",NO,never prompts,none,0.10 x 0.15,RW,the frame,"M_Paper, ballpoint amendment",Bespoke,"LL GREEN ROOM [HF, HH]",
3.19-06,3.19,GREEN ROOM,"Behind the mirror's corner, a strip of gray flannel used as a shim",LORE-AMBIENT,T2 (the worst place to find it),NO,never prompts,none,0.05 x 0.10,RW,mirror corner,Poly Haven poly_wool_herringbone (verified 2026-09-04; the school-gray flannel candidate per the Phase 1 brief),CC0,LL GREEN ROOM [T2]; AB s3 (school-gray flannel ties patch seven to the clipping),
3.19-07,3.19,GREEN ROOM,Teacup and saucer (drift: the saucer ring count); the second teacup retires here (M-R5),DRESSING,drift · state,NO,,none,cup 0.08 dia; saucer 0.14 dia,RW,the low table,Poly Haven tea_set_01 (verify id); ring stains as decals,CC0,RB GREEN ROOM keynote 'the teacup's saucer ring' + drift + web M-R5,
3.19-08,3.19,GREEN ROOM,S3 LOG STATION · GREEN ROOM,INTERACTABLE,station,YES,T4 · sign,GT 485-486,lectern per S5,REF,"(-2450, -2860, 0) [Godot (-24.5, 0.0, -28.6)]",Bespoke lectern family,Bespoke,Stations.csv S3; RI s15; RB 'S3 warm',
3.19-09,3.19,GREEN ROOM,D06's home (RB) - see the three-way conflict,LORE-HANDLED,readable D06 (home conflict),OPEN,,GT 218,index card 0.125 x 0.075,RW,,M_Paper,Bespoke,RB GREEN ROOM keynote 'D06's home'; PP D06; WB 899-915,OPEN 3.8-C
